date,fips,county,cases
2020-05-12,36061,New York,23157.0
2020-05-13,36061,New York,23314.0
2020-05-14,36061,New York,23463.0
2020-05-15,36061,New York,23598.0
2020-05-16,36061,New York,23649.0
2020-05-17,36061,New York,23699.0
2020-05-18,36061,New York,23830.0
2020-05-19,36061,New York,23997.0
2020-05-20,36061,New York,24162.0
2020-05-21,36061,New York,24307.0
2020-05-22,36061,New York,24459.0
2020-05-23,36061,New York,24508.0
2020-05-24,36061,New York,24577.0
2020-05-25,36061,New York,24647.0
2020-05-26,36061,New York,24773.0
2020-05-27,36061,New York,24881.0
2020-05-28,36061,New York,24980.0
2020-05-29,36061,New York,25053.0
2020-05-30,36061,New York,25091.0
2020-05-31,36061,New York,25116.0
2020-06-01,36061,New York,25193.0
2020-06-02,36061,New York,25264.0
2020-06-03,36061,New York,25339.0
2020-06-04,36061,New York,25427.0
2020-06-05,36061,New York,25480.0
2020-06-06,36061,New York,25513.0
2020-06-07,36061,New York,25538.0
2020-06-08,36061,New York,25613.0
2020-06-09,36061,New York,25680.0
2020-06-10,36061,New York,25749.0
2020-06-11,36061,New York,25803.0
2020-06-12,36061,New York,25861.0
2020-06-13,36061,New York,25885.0
2020-06-14,36061,New York,25913.0
2020-06-15,36061,New York,25972.0
2020-06-16,36061,New York,26039.0
2020-06-17,36061,New York,26104.0
2020-06-18,36061,New York,26162.0
2020-06-19,36061,New York,26218.0
2020-06-20,36061,New York,26262.0
2020-06-21,36061,New York,26288.0
2020-06-22,36061,New York,26350.0
2020-06-23,36061,New York,26427.0
2020-06-24,36061,New York,26500.0
2020-06-25,36061,New York,26546.0
2020-06-26,36061,New York,26609.0
2020-06-27,36061,New York,26646.0
2020-06-28,36061,New York,26687.0
2020-06-29,36061,New York,26767.0
2020-06-30,36061,New York,26861.0
2020-07-01,36061,New York,26944.0
2020-07-02,36061,New York,27024.0
2020-07-03,36061,New York,27073.0
2020-07-04,36061,New York,27105.0
2020-07-05,36061,New York,27137.0
2020-07-06,36061,New York,27214.0
2020-07-07,36061,New York,27301.0
2020-07-08,36061,New York,27421.0
2020-07-09,36061,New York,27507.0
2020-07-10,36061,New York,27556.0
2020-07-11,36061,New York,27603.0
2020-07-12,36061,New York,27645.0
2020-07-13,36061,New York,27724.0
2020-07-14,36061,New York,27804.0
2020-07-15,36061,New York,27874.0
2020-07-16,36061,New York,27962.0
2020-07-17,36061,New York,28071.0
2020-07-18,36061,New York,28107.0
2020-07-19,36061,New York,28141.0
2020-07-20,36061,New York,28221.0
2020-07-21,36061,New York,28290.0
2020-07-22,36061,New York,28349.0
2020-07-23,36061,New York,28414.0
2020-07-24,36061,New York,28470.0
2020-07-25,36061,New York,28504.0
2020-07-26,36061,New York,28522.0
2020-07-27,36061,New York,28595.0
2020-07-28,36061,New York,28653.0
2020-07-29,36061,New York,28709.0
2020-07-30,36061,New York,28753.0
2020-07-31,36061,New York,28805.0
2020-08-01,36061,New York,28838.0
2020-08-02,36061,New York,28863.0
2020-08-03,36061,New York,28920.0
2020-08-04,36061,New York,28958.0
2020-08-05,36061,New York,29005.0
2020-08-06,36061,New York,29059.0
2020-08-07,36061,New York,29109.0
2020-08-08,36061,New York,29132.0
2020-08-09,36061,New York,29150.0
2020-08-10,36061,New York,29199.0
2020-08-11,36061,New York,29241.0
2020-08-12,36061,New York,29284.0
2020-08-13,36061,New York,29335.0
2020-08-14,36061,New York,29379.0
2020-08-15,36061,New York,29404.0
2020-08-16,36061,New York,29426.0
2020-08-17,36061,New York,29483.0
2020-08-18,36061,New York,29545.0
2020-08-19,36061,New York,29596.0
2020-08-20,36061,New York,29629.0
2020-08-21,36061,New York,29680.0
2020-08-22,36061,New York,29710.0
2020-08-23,36061,New York,29726.0
2020-08-24,36061,New York,29776.0
2020-08-25,36061,New York,29830.0
2020-08-26,36061,New York,29881.0
2020-08-27,36061,New York,29929.0
2020-08-28,36061,New York,29980.0
2020-08-29,36061,New York,30003.0
2020-08-30,36061,New York,30039.0
2020-08-31,36061,New York,30874.0
2020-09-01,36061,New York,30900.0
2020-09-02,36061,New York,30937.0
2020-09-03,36061,New York,30991.0
2020-09-04,36061,New York,31050.0
2020-09-05,36061,New York,31104.0
2020-09-06,36061,New York,31143.0
2020-09-07,36061,New York,31177.0
2020-09-08,36061,New York,31199.0
2020-09-09,36061,New York,31232.0
2020-09-10,36061,New York,31277.0
2020-09-11,36061,New York,31341.0
2020-09-12,36061,New York,31415.0
2020-09-13,36061,New York,31480.0
2020-09-14,36061,New York,31540.0
2020-09-15,36061,New York,31579.0
2020-09-16,36061,New York,31626.0
2020-09-17,36061,New York,31699.0
2020-09-18,36061,New York,31748.0
2020-09-19,36061,New York,31808.0
2020-09-20,36061,New York,31868.0
2020-09-21,36061,New York,31916.0
2020-09-22,36061,New York,31951.0
2020-09-23,36061,New York,31980.0
2020-09-24,36061,New York,32041.0
2020-09-25,36061,New York,32097.0
2020-09-26,36061,New York,32173.0
2020-09-27,36061,New York,32238.0
2020-09-28,36061,New York,32312.0
2020-09-29,36061,New York,32352.0
2020-09-30,36061,New York,32391.0
2020-10-01,36061,New York,32451.0
2020-10-02,36061,New York,32542.0
2020-10-03,36061,New York,32640.0
2020-10-04,36061,New York,32736.0
2020-10-05,36061,New York,32821.0
2020-10-06,36061,New York,32870.0
2020-10-07,36061,New York,32903.0
2020-10-08,36061,New York,33011.0
2020-10-09,36061,New York,33095.0
2020-10-10,36061,New York,33180.0
2020-10-11,36061,New York,33265.0
2020-10-12,36061,New York,33344.0
2020-10-13,36061,New York,33395.0
2020-10-14,36061,New York,33432.0
2020-10-15,36061,New York,33525.0
2020-10-16,36061,New York,33647.0
2020-10-17,36061,New York,33755.0
2020-10-18,36061,New York,33874.0
2020-10-19,36061,New York,33994.0
2020-10-20,36061,New York,34063.0
2020-10-21,36061,New York,34121.0
2020-10-22,36061,New York,34250.0
2020-10-23,36061,New York,34381.0
2020-10-24,36061,New York,34526.0
2020-10-25,36061,New York,34691.0
2020-10-26,36061,New York,34803.0
2020-10-27,36061,New York,34882.0
2020-10-28,36061,New York,34958.0
2020-10-29,36061,New York,35117.0
2020-10-30,36061,New York,35286.0
2020-10-31,36061,New York,35466.0
2020-11-01,36061,New York,35627.0
2020-11-02,36061,New York,35778.0
2020-11-03,36061,New York,35859.0
2020-11-04,36061,New York,35968.0
2020-11-05,36061,New York,36164.0
2020-11-06,36061,New York,36371.0
2020-11-07,36061,New York,36636.0
2020-11-08,36061,New York,36925.0
2020-11-09,36061,New York,37176.0
2020-11-10,36061,New York,37396.0
2020-11-11,36061,New York,37604.0
2020-11-12,36061,New York,37986.0
2020-11-13,36061,New York,38376.0
2020-11-14,36061,New York,38762.0
2020-11-15,36061,New York,39165.0
2020-11-16,36061,New York,39529.0
2020-11-17,36061,New York,39756.0
2020-11-18,36061,New York,39963.0
2020-11-19,36061,New York,40398.0
2020-11-20,36061,New York,40792.0
2020-11-21,36061,New York,41222.0
2020-11-22,36061,New York,41663.0
2020-11-23,36061,New York,42078.0
2020-11-24,36061,New York,42323.0
2020-11-25,36061,New York,42559.0
2020-11-26,36061,New York,43062.0
2020-11-27,36061,New York,43533.0
2020-11-28,36061,New York,44050.0
2020-11-29,36061,New York,44263.0
2020-11-30,36061,New York,44795.0
2020-12-01,36061,New York,45189.0
2020-12-02,36061,New York,45515.0
2020-12-03,36061,New York,46030.0
2020-12-04,36061,New York,46699.0
2020-12-05,36061,New York,47307.0
2020-12-06,36061,New York,47899.0
2020-12-07,36061,New York,48416.0
2020-12-08,36061,New York,48711.0
2020-12-09,36061,New York,49035.0
2020-12-10,36061,New York,49645.0
2020-12-11,36061,New York,50256.0
2020-12-12,36061,New York,50898.0
2020-12-13,36061,New York,51507.0
2020-12-14,36061,New York,52163.0
2020-12-15,36061,New York,52533.0
2020-12-16,36061,New York,52958.0
2020-12-17,36061,New York,53594.0
2020-12-18,36061,New York,54279.0
2020-12-19,36061,New York,54853.0
2020-12-20,36061,New York,55316.0
2020-12-21,36061,New York,55977.0
2020-12-22,36061,New York,56390.0
2020-12-23,36061,New York,56768.0
2020-12-24,36061,New York,57492.0
2020-12-25,36061,New York,58123.0
2020-12-26,36061,New York,58714.0
2020-12-27,36061,New York,59183.0
2020-12-28,36061,New York,59386.0
2020-12-29,36061,New York,59804.0
2020-12-30,36061,New York,60281.0
2020-12-31,36061,New York,60942.0
2021-01-01,36061,New York,61676.0
2021-01-02,36061,New York,62494.0
2021-01-03,36061,New York,62989.0
2021-01-04,36061,New York,63434.0
2021-01-05,36061,New York,64189.0
2021-01-06,36061,New York,64781.0
2021-01-07,36061,New York,65687.0
2021-01-08,36061,New York,66790.0
2021-01-09,36061,New York,67692.0
2021-01-10,36061,New York,68604.0
2021-01-11,36061,New York,69504.0
2021-01-12,36061,New York,70193.0
2021-01-13,36061,New York,70882.0
2021-01-14,36061,New York,71708.0
2021-01-15,36061,New York,72735.0
2021-01-16,36061,New York,73634.0
2021-01-17,36061,New York,74452.0
2021-01-18,36061,New York,75319.0
2021-01-19,36061,New York,75965.0
2020-02-29,36081,Queens,0.0
2020-03-01,36081,Queens,0.0
2020-03-02,36081,Queens,0.0
2020-03-03,36081,Queens,1.0
2020-03-04,36081,Queens,3.0
2020-03-05,36081,Queens,3.0
2020-03-06,36081,Queens,4.0
2020-03-07,36081,Queens,7.0
2020-03-08,36081,Queens,13.0
2020-03-09,36081,Queens,23.0
2020-03-10,36081,Queens,47.0
2020-03-11,36081,Queens,87.0
2020-03-12,36081,Queens,167.0
2020-03-13,36081,Queens,333.0
2020-03-14,36081,Queens,527.0
2020-03-15,36081,Queens,757.0
2020-03-16,36081,Queens,1285.0
2020-03-17,36081,Queens,1936.0
2020-03-18,36081,Queens,2770.0
2020-03-19,36081,Queens,3835.0
2020-03-20,36081,Queens,5019.0
2020-03-21,36081,Queens,5966.0
2020-03-22,36081,Queens,6662.0
2020-03-23,36081,Queens,7852.0
2020-03-24,36081,Queens,9245.0
2020-03-25,36081,Queens,10817.0
2020-03-26,36081,Queens,12459.0
2020-03-27,36081,Queens,14035.0
2020-03-28,36081,Queens,15235.0
2020-03-29,36081,Queens,16311.0
2020-03-30,36081,Queens,18168.0
2020-03-31,36081,Queens,19977.0
2020-04-01,36081,Queens,21761.0
2020-04-02,36081,Queens,23583.0
2020-04-03,36081,Queens,25345.0
2020-04-04,36081,Queens,26545.0
2020-04-05,36081,Queens,27680.0
2020-04-06,36081,Queens,29605.0
2020-04-07,36081,Queens,31553.0
2020-04-08,36081,Queens,33408.0
2020-04-09,36081,Queens,34969.0
2020-04-10,36081,Queens,36303.0
2020-04-11,36081,Queens,37292.0
2020-04-12,36081,Queens,38210.0
2020-04-13,36081,Queens,39186.0
2020-04-14,36081,Queens,40488.0
2020-04-15,36081,Queens,41668.0
2020-04-16,36081,Queens,42808.0
2020-04-17,36081,Queens,43906.0
2020-04-18,36081,Queens,44611.0
2020-04-19,36081,Queens,45479.0
2020-04-20,36081,Queens,46702.0
2020-04-21,36081,Queens,47639.0
2020-04-22,36081,Queens,48748.0
2020-04-23,36081,Queens,49540.0
2020-04-24,36081,Queens,50315.0
2020-04-25,36081,Queens,50855.0
2020-04-26,36081,Queens,51186.0
2020-04-27,36081,Queens,51907.0
2020-04-28,36081,Queens,52803.0
2020-04-29,36081,Queens,53495.0
2020-04-30,36081,Queens,54088.0
2020-05-01,36081,Queens,54708.0
2020-05-02,36081,Queens,55041.0
2020-05-03,36081,Queens,55289.0
2020-05-04,36081,Queens,55726.0
2020-05-05,36081,Queens,56188.0
2020-05-06,36081,Queens,56632.0
2020-05-07,36081,Queens,56990.0
2020-05-08,36081,Queens,57335.0
2020-05-09,36081,Queens,57591.0
2020-05-10,36081,Queens,57676.0
2020-05-11,36081,Queens,58052.0
2020-05-12,36081,Queens,58366.0
2020-05-13,36081,Queens,58673.0
2020-05-14,36081,Queens,59004.0
2020-05-15,36081,Queens,59270.0
2020-05-16,36081,Queens,59406.0
2020-05-17,36081,Queens,59512.0
2020-05-18,36081,Queens,59785.0
2020-05-19,36081,Queens,60071.0
2020-05-20,36081,Queens,60325.0
2020-05-21,36081,Queens,60636.0
2020-05-22,36081,Queens,60876.0
2020-05-23,36081,Queens,61013.0
2020-05-24,36081,Queens,61134.0
2020-05-25,36081,Queens,61249.0
2020-05-26,36081,Queens,61516.0
2020-05-27,36081,Queens,61681.0
2020-05-28,36081,Queens,61859.0
2020-05-29,36081,Queens,62070.0
2020-05-30,36081,Queens,62179.0
2020-05-31,36081,Queens,62258.0
2020-06-01,36081,Queens,62415.0
2020-06-02,36081,Queens,62578.0
2020-06-03,36081,Queens,62726.0
2020-06-04,36081,Queens,62874.0
2020-06-05,36081,Queens,62977.0
2020-06-06,36081,Queens,63075.0
2020-06-07,36081,Queens,63149.0
2020-06-08,36081,Queens,63296.0
2020-06-09,36081,Queens,63426.0
2020-06-10,36081,Queens,63535.0
2020-06-11,36081,Queens,63652.0
2020-06-12,36081,Queens,63783.0
2020-06-13,36081,Queens,63856.0
2020-06-14,36081,Queens,63924.0
2020-06-15,36081,Queens,64046.0
2020-06-16,36081,Queens,64166.0
2020-06-17,36081,Queens,64258.0
2020-06-18,36081,Queens,64381.0
2020-06-19,36081,Queens,64504.0
2020-06-20,36081,Queens,64558.0
2020-06-21,36081,Queens,64616.0
2020-06-22,36081,Queens,64735.0
2020-06-23,36081,Queens,64856.0
2020-06-24,36081,Queens,64959.0
2020-06-25,36081,Queens,65038.0
2020-06-26,36081,Queens,65114.0
2020-06-27,36081,Queens,65174.0
2020-06-28,36081,Queens,65231.0
2020-06-29,36081,Queens,65364.0
2020-06-30,36081,Queens,65477.0
2020-07-01,36081,Queens,65570.0
2020-07-02,36081,Queens,65688.0
2020-07-03,36081,Queens,65753.0
2020-07-04,36081,Queens,65785.0
2020-07-05,36081,Queens,65823.0
2020-07-06,36081,Queens,65941.0
2020-07-07,36081,Queens,66047.0
2020-07-08,36081,Queens,66135.0
2020-07-09,36081,Queens,66229.0
2020-07-10,36081,Queens,66319.0
2020-07-11,36081,Queens,66405.0
2020-07-12,36081,Queens,66475.0
2020-07-13,36081,Queens,66613.0
2020-07-14,36081,Queens,66735.0
2020-07-15,36081,Queens,66826.0
2020-07-16,36081,Queens,66935.0
2020-07-17,36081,Queens,67040.0
2020-07-18,36081,Queens,67089.0
2020-07-19,36081,Queens,67135.0
2020-07-20,36081,Queens,67244.0
2020-07-21,36081,Queens,67344.0
2020-07-22,36081,Queens,67421.0
2020-07-23,36081,Queens,67484.0
2020-07-24,36081,Queens,67559.0
2020-07-25,36081,Queens,67605.0
2020-07-26,36081,Queens,67638.0
2020-07-27,36081,Queens,67716.0
2020-07-28,36081,Queens,67789.0
2020-07-29,36081,Queens,67858.0
2020-07-30,36081,Queens,67919.0
2020-07-31,36081,Queens,67977.0
2020-08-01,36081,Queens,68031.0
2020-08-02,36081,Queens,68064.0
2020-08-03,36081,Queens,68148.0
2020-08-04,36081,Queens,68194.0
2020-08-05,36081,Queens,68274.0
2020-08-06,36081,Queens,68339.0
2020-08-07,36081,Queens,68396.0
2020-08-08,36081,Queens,68439.0
2020-08-09,36081,Queens,68475.0
2020-08-10,36081,Queens,68551.0
2020-08-11,36081,Queens,68602.0
2020-08-12,36081,Queens,68689.0
2020-08-13,36081,Queens,68756.0
2020-08-14,36081,Queens,68825.0
2020-08-15,36081,Queens,68867.0
2020-08-16,36081,Queens,68906.0
2020-08-17,36081,Queens,68998.0
2020-08-18,36081,Queens,69085.0
2020-08-19,36081,Queens,69154.0
2020-08-20,36081,Queens,69208.0
2020-08-21,36081,Queens,69268.0
2020-08-22,36081,Queens,69302.0
2020-08-23,36081,Queens,69342.0
2020-08-24,36081,Queens,69426.0
2020-08-25,36081,Queens,69495.0
2020-08-26,36081,Queens,69561.0
2020-08-27,36081,Queens,69622.0
2020-08-28,36081,Queens,69674.0
2020-08-29,36081,Queens,69706.0
2020-08-30,36081,Queens,69748.0
2020-08-31,36081,Queens,71356.0
2020-09-01,36081,Queens,71391.0
2020-09-02,36081,Queens,71437.0
2020-09-03,36081,Queens,71517.0
2020-09-04,36081,Queens,71593.0
2020-09-05,36081,Queens,71665.0
2020-09-06,36081,Queens,71767.0
2020-09-07,36081,Queens,71830.0
2020-09-08,36081,Queens,71867.0
2020-09-09,36081,Queens,71933.0
2020-09-10,36081,Queens,71994.0
2020-09-11,36081,Queens,72101.0
2020-09-12,36081,Queens,72194.0
2020-09-13,36081,Queens,72273.0
2020-09-14,36081,Queens,72359.0
2020-09-15,36081,Queens,72426.0
2020-09-16,36081,Queens,72500.0
2020-09-17,36081,Queens,72606.0
2020-09-18,36081,Queens,72689.0
2020-09-19,36081,Queens,72786.0
2020-09-20,36081,Queens,72888.0
2020-09-21,36081,Queens,72966.0
2020-09-22,36081,Queens,73026.0
2020-09-23,36081,Queens,73060.0
2020-09-24,36081,Queens,73185.0
2020-09-25,36081,Queens,73296.0
2020-09-26,36081,Queens,73412.0
2020-09-27,36081,Queens,73518.0
2020-09-28,36081,Queens,73653.0
2020-09-29,36081,Queens,73723.0
2020-09-30,36081,Queens,73849.0
2020-10-01,36081,Queens,73969.0
2020-10-02,36081,Queens,74159.0
2020-10-03,36081,Queens,74310.0
2020-10-04,36081,Queens,74465.0
2020-10-05,36081,Queens,74626.0
2020-10-06,36081,Queens,74735.0
2020-10-07,36081,Queens,74838.0
2020-10-08,36081,Queens,75054.0
2020-10-09,36081,Queens,75218.0
2020-10-10,36081,Queens,75373.0
2020-10-11,36081,Queens,75503.0
2020-10-12,36081,Queens,75678.0
2020-10-13,36081,Queens,75790.0
2020-10-14,36081,Queens,75886.0
2020-10-15,36081,Queens,76019.0
2020-10-16,36081,Queens,76174.0
2020-10-17,36081,Queens,76366.0
2020-10-18,36081,Queens,76536.0
2020-10-19,36081,Queens,76696.0
2020-10-20,36081,Queens,76840.0
2020-10-21,36081,Queens,76989.0
2020-10-22,36081,Queens,77217.0
2020-10-23,36081,Queens,77418.0
2020-10-24,36081,Queens,77655.0
2020-10-25,36081,Queens,77889.0
2020-10-26,36081,Queens,78105.0
2020-10-27,36081,Queens,78245.0
2020-10-28,36081,Queens,78366.0
2020-10-29,36081,Queens,78579.0
2020-10-30,36081,Queens,78812.0
2020-10-31,36081,Queens,79077.0
2020-11-01,36081,Queens,79298.0
2020-11-02,36081,Queens,79521.0
2020-11-03,36081,Queens,79670.0
2020-11-04,36081,Queens,79822.0
2020-11-05,36081,Queens,80134.0
2020-11-06,36081,Queens,80405.0
2020-11-07,36081,Queens,80787.0
2020-11-08,36081,Queens,81198.0
2020-11-09,36081,Queens,81601.0
2020-11-10,36081,Queens,81937.0
2020-11-11,36081,Queens,82243.0
2020-11-12,36081,Queens,82802.0
2020-11-13,36081,Queens,83339.0
2020-11-14,36081,Queens,83898.0
2020-11-15,36081,Queens,84427.0
2020-11-16,36081,Queens,85017.0
2020-11-17,36081,Queens,85472.0
2020-11-18,36081,Queens,85840.0
2020-11-19,36081,Queens,86477.0
2020-11-20,36081,Queens,87066.0
2020-11-21,36081,Queens,87643.0
2020-11-22,36081,Queens,88244.0
2020-11-23,36081,Queens,88838.0
2020-11-24,36081,Queens,89265.0
2020-11-25,36081,Queens,89660.0
2020-11-26,36081,Queens,90423.0
2020-11-27,36081,Queens,91135.0
2020-11-28,36081,Queens,91961.0
2020-11-29,36081,Queens,92277.0
2020-11-30,36081,Queens,93124.0
2020-12-01,36081,Queens,93780.0
2020-12-02,36081,Queens,94434.0
2020-12-03,36081,Queens,95376.0
2020-12-04,36081,Queens,96491.0
2020-12-05,36081,Queens,97555.0
2020-12-06,36081,Queens,98595.0
2020-12-07,36081,Queens,99583.0
2020-12-08,36081,Queens,100366.0
2020-12-09,36081,Queens,101083.0
2020-12-10,36081,Queens,102353.0
2020-12-11,36081,Queens,103505.0
2020-12-12,36081,Queens,104677.0
2020-12-13,36081,Queens,105814.0
2020-12-14,36081,Queens,106987.0
2020-12-15,36081,Queens,107848.0
2020-12-16,36081,Queens,108781.0
2020-12-17,36081,Queens,110050.0
2020-12-18,36081,Queens,111383.0
2020-12-19,36081,Queens,112397.0
2020-12-20,36081,Queens,113085.0
2020-12-21,36081,Queens,114235.0
2020-12-22,36081,Queens,115216.0
2020-12-23,36081,Queens,116082.0
2020-12-24,36081,Queens,117624.0
2020-12-25,36081,Queens,119042.0
2020-12-26,36081,Queens,120344.0
2020-12-27,36081,Queens,121343.0
2020-12-28,36081,Queens,121748.0
2020-12-29,36081,Queens,122783.0
2020-12-30,36081,Queens,124068.0
2020-12-31,36081,Queens,125401.0
2021-01-01,36081,Queens,127132.0
2021-01-02,36081,Queens,128917.0
2021-01-03,36081,Queens,130228.0
2021-01-04,36081,Queens,131464.0
2021-01-05,36081,Queens,133083.0
2021-01-06,36081,Queens,134670.0
2021-01-07,36081,Queens,136465.0
2021-01-08,36081,Queens,138603.0
2021-01-09,36081,Queens,140744.0
2021-01-10,36081,Queens,142648.0
2021-01-11,36081,Queens,144291.0
2021-01-12,36081,Queens,145897.0
2021-01-13,36081,Queens,147779.0
2021-01-14,36081,Queens,149460.0
2021-01-15,36081,Queens,151581.0
2021-01-16,36081,Queens,153424.0
2021-01-17,36081,Queens,155059.0
2021-01-18,36081,Queens,156940.0
2021-01-19,36081,Queens,158683.0
2020-02-29,36085,Richmond,0.0
2020-03-01,36085,Richmond,0.0
2020-03-02,36085,Richmond,0.0
2020-03-03,36085,Richmond,0.0
2020-03-04,36085,Richmond,0.0
2020-03-05,36085,Richmond,0.0
2020-03-06,36085,Richmond,1.0
2020-03-07,36085,Richmond,2.0
2020-03-08,36085,Richmond,3.0
2020-03-09,36085,Richmond,6.0
2020-03-10,36085,Richmond,8.0
2020-03-11,36085,Richmond,11.0
2020-03-12,36085,Richmond,24.0
2020-03-13,36085,Richmond,50.0
2020-03-14,36085,Richmond,73.0
2020-03-15,36085,Richmond,120.0
2020-03-16,36085,Richmond,211.0
2020-03-17,36085,Richmond,319.0
2020-03-18,36085,Richmond,469.0
2020-03-19,36085,Richmond,727.0
2020-03-20,36085,Richmond,1037.0
2020-03-21,36085,Richmond,1285.0
2020-03-22,36085,Richmond,1602.0
2020-03-23,36085,Richmond,1811.0
2020-03-24,36085,Richmond,2161.0
2020-03-25,36085,Richmond,2555.0
2020-03-26,36085,Richmond,2959.0
2020-03-27,36085,Richmond,3330.0
2020-03-28,36085,Richmond,3596.0
2020-03-29,36085,Richmond,3826.0
2020-03-30,36085,Richmond,4224.0
2020-03-31,36085,Richmond,4461.0
2020-04-01,36085,Richmond,4724.0
2020-04-02,36085,Richmond,5093.0
2020-04-03,36085,Richmond,5438.0
2020-04-04,36085,Richmond,5783.0
2020-04-05,36085,Richmond,6106.0
2020-04-06,36085,Richmond,6836.0
2020-04-07,36085,Richmond,7466.0
2020-04-08,36085,Richmond,8028.0
2020-04-09,36085,Richmond,8326.0
2020-04-10,36085,Richmond,8626.0
2020-04-11,36085,Richmond,8938.0
2020-04-12,36085,Richmond,9191.0
2020-04-13,36085,Richmond,9376.0
2020-04-14,36085,Richmond,9666.0
2020-04-15,36085,Richmond,9983.0
2020-04-16,36085,Richmond,10193.0
2020-04-17,36085,Richmond,10473.0
2020-04-18,36085,Richmond,10626.0
2020-04-19,36085,Richmond,10760.0
2020-04-20,36085,Richmond,10984.0
2020-04-21,36085,Richmond,11200.0
2020-04-22,36085,Richmond,11373.0
2020-04-23,36085,Richmond,11501.0
2020-04-24,36085,Richmond,11644.0
2020-04-25,36085,Richmond,11732.0
2020-04-26,36085,Richmond,11778.0
2020-04-27,36085,Richmond,11884.0
2020-04-28,36085,Richmond,12014.0
2020-04-29,36085,Richmond,12138.0
2020-04-30,36085,Richmond,12268.0
2020-05-01,36085,Richmond,12346.0
2020-05-02,36085,Richmond,12407.0
2020-05-03,36085,Richmond,12442.0
2020-05-04,36085,Richmond,12531.0
2020-05-05,36085,Richmond,12610.0
2020-05-06,36085,Richmond,12670.0
2020-05-07,36085,Richmond,12730.0
2020-05-08,36085,Richmond,12772.0
2020-05-09,36085,Richmond,12804.0
2020-05-10,36085,Richmond,12818.0
2020-05-11,36085,Richmond,12845.0
2020-05-12,36085,Richmond,12898.0
2020-05-13,36085,Richmond,12945.0
2020-05-14,36085,Richmond,12987.0
2020-05-15,36085,Richmond,13020.0
2020-05-16,36085,Richmond,13045.0
2020-05-17,36085,Richmond,13055.0
2020-05-18,36085,Richmond,13093.0
2020-05-19,36085,Richmond,13135.0
2020-05-20,36085,Richmond,13191.0
2020-05-21,36085,Richmond,13269.0
2020-05-22,36085,Richmond,13301.0
2020-05-23,36085,Richmond,13338.0
2020-05-24,36085,Richmond,13353.0
2020-05-25,36085,Richmond,13370.0
2020-05-26,36085,Richmond,13427.0
2020-05-27,36085,Richmond,13470.0
2020-05-28,36085,Richmond,13500.0
2020-05-29,36085,Richmond,13527.0
2020-05-30,36085,Richmond,13543.0
2020-05-31,36085,Richmond,13555.0
2020-06-01,36085,Richmond,13597.0
2020-06-02,36085,Richmond,13631.0
2020-06-03,36085,Richmond,13676.0
2020-06-04,36085,Richmond,13706.0
2020-06-05,36085,Richmond,13714.0
2020-06-06,36085,Richmond,13721.0
2020-06-07,36085,Richmond,13725.0
2020-06-08,36085,Richmond,13744.0
2020-06-09,36085,Richmond,13763.0
2020-06-10,36085,Richmond,13777.0
2020-06-11,36085,Richmond,13793.0
2020-06-12,36085,Richmond,13811.0
2020-06-13,36085,Richmond,13813.0
2020-06-14,36085,Richmond,13817.0
2020-06-15,36085,Richmond,13835.0
2020-06-16,36085,Richmond,13855.0
2020-06-17,36085,Richmond,13872.0
2020-06-18,36085,Richmond,13897.0
2020-06-19,36085,Richmond,13906.0
2020-06-20,36085,Richmond,13912.0
2020-06-21,36085,Richmond,13921.0
2020-06-22,36085,Richmond,13939.0
2020-06-23,36085,Richmond,13955.0
2020-06-24,36085,Richmond,13969.0
2020-06-25,36085,Richmond,13997.0
2020-06-26,36085,Richmond,14013.0
2020-06-27,36085,Richmond,14026.0
2020-06-28,36085,Richmond,14037.0
2020-06-29,36085,Richmond,14060.0
2020-06-30,36085,Richmond,14089.0
2020-07-01,36085,Richmond,14128.0
2020-07-02,36085,Richmond,14145.0
2020-07-03,36085,Richmond,14153.0
2020-07-04,36085,Richmond,14165.0
2020-07-05,36085,Richmond,14177.0
2020-07-06,36085,Richmond,14205.0
2020-07-07,36085,Richmond,14237.0
2020-07-08,36085,Richmond,14262.0
2020-07-09,36085,Richmond,14280.0
2020-07-10,36085,Richmond,14293.0
2020-07-11,36085,Richmond,14306.0
2020-07-12,36085,Richmond,14319.0
2020-07-13,36085,Richmond,14354.0
2020-07-14,36085,Richmond,14373.0
2020-07-15,36085,Richmond,14395.0
2020-07-16,36085,Richmond,14430.0
2020-07-17,36085,Richmond,14453.0
2020-07-18,36085,Richmond,14472.0
2020-07-19,36085,Richmond,14489.0
2020-07-20,36085,Richmond,14521.0
2020-07-21,36085,Richmond,14542.0
2020-07-22,36085,Richmond,14562.0
2020-07-23,36085,Richmond,14589.0
2020-07-24,36085,Richmond,14617.0
2020-07-25,36085,Richmond,14630.0
2020-07-26,36085,Richmond,14649.0
2020-07-27,36085,Richmond,14675.0
2020-07-28,36085,Richmond,14693.0
2020-07-29,36085,Richmond,14706.0
2020-07-30,36085,Richmond,14718.0
2020-07-31,36085,Richmond,14736.0
2020-08-01,36085,Richmond,14743.0
2020-08-02,36085,Richmond,14751.0
2020-08-03,36085,Richmond,14770.0
2020-08-04,36085,Richmond,14777.0
2020-08-05,36085,Richmond,14792.0
2020-08-06,36085,Richmond,14810.0
2020-08-07,36085,Richmond,14816.0
2020-08-08,36085,Richmond,14823.0
2020-08-09,36085,Richmond,14835.0
