date,fips,county,daily_cases,daily_hospitalized,daily_deaths,daily_cases_avg,daily_hospitalized_avg,daily_deaths_avg
2020-04-14,36005,Bronx,1076,228,111,1049,292,117
2020-04-15,36005,Bronx,1069,215,94,1016,268,114
2020-04-16,36005,Bronx,940,197,86,967,251,111
2020-04-17,36005,Bronx,916,200,89,922,236,106
2020-04-18,36005,Bronx,552,151,62,858,217,96
2020-04-19,36005,Bronx,532,143,78,825,203,92
2020-04-20,36005,Bronx,981,170,78,867,186,85
2020-04-21,36005,Bronx,641,152,70,804,175,80
2020-04-22,36005,Bronx,928,127,68,784,163,76
2020-04-23,36005,Bronx,734,122,58,755,152,72
2020-04-24,36005,Bronx,580,113,62,707,140,68
2020-04-25,36005,Bronx,417,92,56,688,131,67
2020-04-26,36005,Bronx,196,79,55,640,122,64
2020-04-27,36005,Bronx,550,102,53,578,112,60
2020-04-28,36005,Bronx,669,95,56,582,104,58
2020-04-29,36005,Bronx,557,82,40,529,98,54
2020-04-30,36005,Bronx,482,65,45,493,90,52
2020-05-01,36005,Bronx,449,79,45,474,85,50
2020-05-02,36005,Bronx,263,56,49,452,80,49
2020-05-03,36005,Bronx,153,47,27,446,75,45
2020-05-04,36005,Bronx,349,59,35,417,69,42
2020-05-05,36005,Bronx,294,68,26,364,65,38
2020-05-06,36005,Bronx,279,60,29,324,62,37
2020-05-07,36005,Bronx,298,44,28,298,59,34
2020-05-08,36005,Bronx,252,54,22,270,55,31
2020-05-09,36005,Bronx,175,37,21,257,53,27
2020-05-10,36005,Bronx,75,27,13,246,50,25
2020-05-11,36005,Bronx,226,47,27,228,48,24
2020-05-12,36005,Bronx,355,33,20,237,43,23
2020-05-13,36005,Bronx,461,35,16,263,40,21
2020-05-14,36005,Bronx,256,25,11,257,37,19
2020-05-15,36005,Bronx,182,29,16,247,33,18
2020-05-16,36005,Bronx,108,15,26,238,30,18
2020-05-17,36005,Bronx,56,27,19,235,30,19
2020-05-18,36005,Bronx,188,21,10,229,26,17
2020-05-19,36005,Bronx,181,33,12,205,26,16
2020-05-20,36005,Bronx,278,25,15,178,25,16
2020-05-21,36005,Bronx,199,17,12,170,24,16
2020-05-22,36005,Bronx,264,27,12,182,24,15
2020-05-23,36005,Bronx,90,19,17,179,24,14
2020-05-24,36005,Bronx,102,21,13,186,23,13
2020-05-25,36005,Bronx,105,23,8,174,24,13
2020-05-26,36005,Bronx,284,20,10,189,22,12
2020-05-27,36005,Bronx,182,17,9,175,21,12
2020-05-28,36005,Bronx,118,11,12,164,20,12
2020-05-29,36005,Bronx,166,26,6,150,20,11
2020-05-30,36005,Bronx,80,13,13,148,19,10
2020-05-31,36005,Bronx,30,14,6,138,18,9
2020-06-01,36005,Bronx,159,14,3,146,16,8
2020-06-02,36005,Bronx,121,12,8,122,15,8
2020-06-03,36005,Bronx,112,18,11,112,15,8
2020-06-04,36005,Bronx,126,13,4,113,16,7
2020-06-05,36005,Bronx,108,10,9,105,13,8
2020-06-06,36005,Bronx,50,11,12,101,13,8
2020-06-07,36005,Bronx,43,15,7,103,13,8
2020-06-08,36005,Bronx,97,10,10,94,13,9
2020-06-09,36005,Bronx,84,14,6,89,13,8
2020-06-10,36005,Bronx,76,10,9,83,12,8
2020-06-11,36005,Bronx,65,14,6,75,12,8
2020-06-12,36005,Bronx,80,15,5,71,13,8
2020-06-13,36005,Bronx,46,5,5,70,12,7
2020-06-14,36005,Bronx,27,11,7,68,11,7
2020-06-15,36005,Bronx,81,15,5,66,12,6
2020-06-16,36005,Bronx,80,10,3,65,11,6
2020-06-17,36005,Bronx,68,13,2,64,12,5
2020-06-18,36005,Bronx,60,10,1,63,11,4
2020-06-19,36005,Bronx,83,13,3,64,11,4
2020-06-20,36005,Bronx,53,5,5,65,11,4
2020-06-21,36005,Bronx,25,5,5,64,10,3
2020-06-22,36005,Bronx,90,12,2,66,10,3
2020-06-23,36005,Bronx,73,11,8,65,10,4
2020-06-24,36005,Bronx,89,7,2,68,9,4
2020-06-25,36005,Bronx,64,13,4,68,9,4
2020-06-26,36005,Bronx,65,10,5,66,9,4
2020-06-27,36005,Bronx,27,7,1,62,9,4
2020-06-28,36005,Bronx,35,9,3,63,10,4
2020-06-29,36005,Bronx,75,8,7,61,9,4
2020-06-30,36005,Bronx,77,7,3,62,9,4
2020-07-01,36005,Bronx,62,9,1,58,9,3
2020-07-02,36005,Bronx,73,10,2,59,9,3
2020-07-03,36005,Bronx,41,3,7,56,8,3
2020-07-04,36005,Bronx,21,5,2,55,7,4
2020-07-05,36005,Bronx,19,4,6,53,7,4
2020-07-06,36005,Bronx,67,9,4,51,7,4
2020-07-07,36005,Bronx,112,18,2,56,8,3
2020-07-08,36005,Bronx,83,7,3,59,8,4
2020-07-09,36005,Bronx,90,19,3,62,9,4
2020-07-10,36005,Bronx,67,9,4,66,10,3
2020-07-11,36005,Bronx,40,5,2,68,10,3
2020-07-12,36005,Bronx,44,8,2,72,11,3
2020-07-13,36005,Bronx,109,12,5,78,11,3
2020-07-14,36005,Bronx,69,11,2,72,10,3
2020-07-15,36005,Bronx,107,9,3,75,10,3
2020-07-16,36005,Bronx,94,11,1,76,9,3
2020-07-17,36005,Bronx,75,11,2,77,10,2
2020-07-18,36005,Bronx,55,7,1,79,10,2
2020-07-19,36005,Bronx,38,7,1,78,10,2
2020-07-20,36005,Bronx,95,11,2,76,10,2
2020-07-21,36005,Bronx,71,6,4,76,9,2
2020-07-22,36005,Bronx,79,7,3,72,9,2
2020-07-23,36005,Bronx,69,5,0,69,8,2
2020-07-24,36005,Bronx,73,10,2,69,8,2
2020-07-25,36005,Bronx,25,12,6,64,8,3
2020-07-26,36005,Bronx,30,7,2,63,8,3
2020-07-27,36005,Bronx,58,12,1,58,8,3
2020-07-28,36005,Bronx,58,9,5,56,9,3
2020-07-29,36005,Bronx,80,5,1,56,9,2
2020-07-30,36005,Bronx,56,6,1,54,9,3
2020-07-31,36005,Bronx,55,6,2,52,8,3
2020-08-01,36005,Bronx,37,6,3,53,7,2
2020-08-02,36005,Bronx,30,6,0,53,7,2
2020-08-03,36005,Bronx,96,13,1,59,7,2
2020-08-04,36005,Bronx,47,13,1,57,8,1
2020-08-05,36005,Bronx,65,10,2,55,9,1
2020-08-06,36005,Bronx,66,9,1,57,9,1
2020-08-07,36005,Bronx,53,7,2,56,9,1
2020-08-08,36005,Bronx,30,6,1,55,9,1
2020-08-09,36005,Bronx,19,7,1,54,9,1
2020-08-10,36005,Bronx,89,8,2,53,9,1
2020-08-11,36005,Bronx,72,10,1,56,8,1
2020-08-12,36005,Bronx,59,6,1,55,8,1
2020-08-13,36005,Bronx,60,9,1,55,8,1
2020-08-14,36005,Bronx,68,6,1,57,7,1
2020-08-15,36005,Bronx,42,8,3,58,8,1
2020-08-16,36005,Bronx,23,12,2,59,8,2
2020-08-17,36005,Bronx,71,9,1,56,9,1
2020-08-18,36005,Bronx,54,15,2,54,9,2
2020-08-19,36005,Bronx,50,4,0,53,9,1
2020-08-20,36005,Bronx,63,11,2,53,9,2
2020-08-21,36005,Bronx,52,9,0,51,10,1
2020-08-22,36005,Bronx,29,6,1,49,9,1
2020-08-23,36005,Bronx,32,2,3,50,8,1
2020-08-24,36005,Bronx,64,11,5,49,8,2
2020-08-25,36005,Bronx,64,11,3,51,8,2
2020-08-26,36005,Bronx,64,6,1,53,8,2
2020-08-27,36005,Bronx,52,8,1,51,8,2
2020-08-28,36005,Bronx,78,5,3,55,7,2
2020-08-29,36005,Bronx,28,7,1,55,7,2
2020-08-30,36005,Bronx,21,2,5,53,7,3
2020-08-31,36005,Bronx,46,8,3,50,7,2
2020-09-01,36005,Bronx,52,5,2,49,6,2
2020-09-02,36005,Bronx,42,3,2,46,5,2
2020-09-03,36005,Bronx,40,2,2,44,5,3
2020-09-04,36005,Bronx,43,7,0,39,5,2
2020-09-05,36005,Bronx,30,7,0,39,5,2
2020-09-06,36005,Bronx,18,3,2,39,5,2
2020-09-07,36005,Bronx,32,5,1,37,5,1
2020-09-08,36005,Bronx,81,7,1,41,5,1
2020-09-09,36005,Bronx,56,5,2,43,5,1
2020-09-10,36005,Bronx,45,3,2,44,5,1
2020-09-11,36005,Bronx,55,11,3,45,6,2
2020-09-12,36005,Bronx,36,2,3,46,5,2
2020-09-13,36005,Bronx,19,2,0,46,5,2
2020-09-14,36005,Bronx,74,4,1,52,5,2
2020-09-15,36005,Bronx,54,11,2,48,5,2
2020-09-16,36005,Bronx,49,7,2,47,6,2
2020-09-17,36005,Bronx,59,7,1,49,6,2
2020-09-18,36005,Bronx,45,12,2,48,6,2
2020-09-19,36005,Bronx,31,2,1,47,6,1
2020-09-20,36005,Bronx,23,8,0,48,7,1
2020-09-21,36005,Bronx,69,5,1,47,7,1
2020-09-22,36005,Bronx,60,8,0,48,7,1
2020-09-23,36005,Bronx,80,5,1,52,7,1
2020-09-24,36005,Bronx,63,6,0,53,7,1
2020-09-25,36005,Bronx,48,11,2,53,6,1
2020-09-26,36005,Bronx,42,5,4,55,7,1
2020-09-27,36005,Bronx,32,5,0,56,6,1
2020-09-28,36005,Bronx,81,5,1,58,6,1
2020-09-29,36005,Bronx,64,7,3,59,6,2
2020-09-30,36005,Bronx,52,1,2,55,6,2
2020-10-01,36005,Bronx,76,3,0,56,5,2
2020-10-02,36005,Bronx,81,5,2,61,4,2
2020-10-03,36005,Bronx,34,2,1,60,4,1
2020-10-04,36005,Bronx,35,4,0,60,4,1
2020-10-05,36005,Bronx,93,10,3,62,5,2
2020-10-06,36005,Bronx,67,6,0,63,4,1
2020-10-07,36005,Bronx,75,8,1,66,5,1
2020-10-08,36005,Bronx,82,8,1,67,6,1
2020-10-09,36005,Bronx,93,7,2,68,6,1
2020-10-10,36005,Bronx,36,3,1,69,7,1
2020-10-11,36005,Bronx,38,12,3,69,8,2
2020-10-12,36005,Bronx,53,3,1,63,7,1
2020-10-13,36005,Bronx,91,9,0,67,7,1
2020-10-14,36005,Bronx,90,5,3,69,7,2
2020-10-15,36005,Bronx,91,13,2,70,7,2
2020-10-16,36005,Bronx,76,8,1,68,8,2
2020-10-17,36005,Bronx,64,8,2,72,8,2
2020-10-18,36005,Bronx,45,5,2,73,7,2
2020-10-19,36005,Bronx,104,9,0,80,8,1
2020-10-20,36005,Bronx,92,9,1,80,8,2
2020-10-21,36005,Bronx,96,11,0,81,9,1
2020-10-22,36005,Bronx,123,7,0,86,8,1
2020-10-23,36005,Bronx,115,10,1,91,8,1
2020-10-24,36005,Bronx,71,10,0,92,9,1
2020-10-25,36005,Bronx,66,8,3,95,9,1
2020-10-26,36005,Bronx,130,6,0,99,9,1
2020-10-27,36005,Bronx,118,9,3,103,9,1
2020-10-28,36005,Bronx,124,8,0,107,8,1
2020-10-29,36005,Bronx,98,9,0,103,9,1
2020-10-30,36005,Bronx,115,13,2,103,9,1
2020-10-31,36005,Bronx,59,7,0,101,9,1
2020-11-01,36005,Bronx,54,7,2,100,8,1
2020-11-02,36005,Bronx,154,14,1,103,10,1
2020-11-03,36005,Bronx,146,14,3,107,10,1
2020-11-04,36005,Bronx,176,10,0,115,11,1
2020-11-05,36005,Bronx,181,11,4,126,11,2
2020-11-06,36005,Bronx,172,7,4,135,10,2
2020-11-07,36005,Bronx,123,14,1,144,11,2
2020-11-08,36005,Bronx,95,9,3,150,11,2
2020-11-09,36005,Bronx,228,16,0,160,12,2
2020-11-10,36005,Bronx,227,14,2,172,12,2
2020-11-11,36005,Bronx,164,20,1,170,13,2
2020-11-12,36005,Bronx,104,13,3,159,13,2
2020-11-13,36005,Bronx,98,1,0,148,12,1
2020-02-29,36047,Kings,0,0,0,0,0,0
2020-03-01,36047,Kings,0,0,0,0,0,0
2020-03-02,36047,Kings,0,0,0,0,0,0
2020-03-03,36047,Kings,0,0,0,0,0,0
2020-03-04,36047,Kings,1,1,0,0,0,0
2020-03-05,36047,Kings,3,2,0,0,0,0
2020-03-06,36047,Kings,1,1,0,1,1,0
2020-03-07,36047,Kings,2,2,0,1,1,0
2020-03-08,36047,Kings,5,7,0,2,2,0
2020-03-09,36047,Kings,16,11,0,4,3,0
2020-03-10,36047,Kings,11,10,0,6,5,0
2020-03-11,36047,Kings,31,10,0,10,6,0
2020-03-12,36047,Kings,96,28,0,23,10,0
2020-03-13,36047,Kings,166,36,0,47,15,0
2020-03-14,36047,Kings,163,38,1,70,20,0
2020-03-15,36047,Kings,433,46,0,131,26,0
2020-03-16,36047,Kings,740,92,1,234,37,0
2020-03-17,36047,Kings,783,96,4,345,49,1
2020-03-18,36047,Kings,966,120,6,478,65,2
2020-03-19,36047,Kings,1204,151,6,636,83,3
2020-03-20,36047,Kings,1137,200,11,775,106,4
2020-03-21,36047,Kings,554,183,12,831,127,6
2020-03-22,36047,Kings,755,193,10,877,148,7
2020-03-23,36047,Kings,910,297,27,901,177,11
2020-03-24,36047,Kings,1212,343,23,963,212,14
2020-03-25,36047,Kings,1254,409,37,1004,254,18
2020-03-26,36047,Kings,1374,483,50,1028,301,24
2020-03-27,36047,Kings,1423,454,75,1069,337,33
2020-03-28,36047,Kings,863,399,78,1113,368,43
2020-03-29,36047,Kings,1149,447,89,1169,405,54
2020-03-30,36047,Kings,1754,558,106,1290,442,65
2020-03-31,36047,Kings,1514,529,126,1333,468,80
2020-04-01,36047,Kings,1589,506,135,1381,482,94
2020-04-02,36047,Kings,1613,435,170,1415,475,111
2020-04-03,36047,Kings,1441,440,142,1418,473,121
2020-04-04,36047,Kings,922,361,163,1426,468,133
2020-04-05,36047,Kings,1141,386,167,1425,459,144
2020-04-06,36047,Kings,1462,500,169,1383,451,153
2020-04-07,36047,Kings,1396,505,181,1366,448,161
2020-04-08,36047,Kings,1310,450,173,1326,440,166
2020-04-09,36047,Kings,1369,433,190,1292,439,169
2020-04-10,36047,Kings,1153,358,178,1250,428,174
2020-04-11,36047,Kings,1129,316,159,1280,421,174
2020-04-12,36047,Kings,701,271,200,1217,405,179
2020-04-13,36047,Kings,1065,355,158,1160,384,177
2020-04-14,36047,Kings,1035,291,152,1109,353,173
2020-04-15,36047,Kings,882,292,132,1048,331,167
2020-04-16,36047,Kings,884,249,126,978,305,158
2020-04-17,36047,Kings,960,258,118,951,290,149
2020-04-18,36047,Kings,575,179,116,872,271,143
2020-04-19,36047,Kings,635,144,118,862,253,131
2020-04-20,36047,Kings,983,203,95,851,231,122
2020-04-21,36047,Kings,896,169,92,831,213,114
2020-04-22,36047,Kings,854,155,108,827,194,110
2020-04-23,36047,Kings,786,150,106,813,180,108
2020-04-24,36047,Kings,629,139,93,765,163,104
2020-04-25,36047,Kings,405,99,76,741,151,98
2020-04-26,36047,Kings,332,81,61,698,142,90
2020-04-27,36047,Kings,608,105,88,644,128,89
2020-04-28,36047,Kings,711,103,57,618,119,84
2020-04-29,36047,Kings,681,96,72,593,110,79
2020-04-30,36047,Kings,600,76,66,567,100,73
2020-05-01,36047,Kings,497,74,56,548,91,68
2020-05-02,36047,Kings,263,53,45,527,84,64
2020-05-03,36047,Kings,247,55,45,515,80,61
2020-05-04,36047,Kings,462,73,42,494,76,55
2020-05-05,36047,Kings,433,63,49,455,70,54
2020-05-06,36047,Kings,450,69,38,422,66,49
2020-05-07,36047,Kings,403,63,46,394,64,46
2020-05-08,36047,Kings,344,64,43,372,63,44
2020-05-09,36047,Kings,119,41,28,351,61,42
2020-05-10,36047,Kings,188,36,26,343,58,39
2020-05-11,36047,Kings,410,59,33,335,56,38
2020-05-12,36047,Kings,400,40,33,331,53,35
2020-05-13,36047,Kings,362,51,23,318,51,33
2020-05-14,36047,Kings,334,40,14,308,47,29
2020-05-15,36047,Kings,259,46,27,296,45,26
2020-05-16,36047,Kings,165,28,24,303,43,26
2020-05-17,36047,Kings,137,15,19,295,40,25
2020-05-18,36047,Kings,266,29,17,275,36,22
2020-05-19,36047,Kings,328,41,16,264,36,20
2020-05-20,36047,Kings,323,31,21,259,33,20
2020-05-21,36047,Kings,336,39,15,259,33,20
2020-05-22,36047,Kings,351,42,15,272,32,18
2020-05-23,36047,Kings,143,22,20,269,31,18
2020-05-24,36047,Kings,161,21,12,273,32,17
2020-05-25,36047,Kings,160,24,14,257,31,16
2020-05-26,36047,Kings,319,21,12,256,29,16
2020-05-27,36047,Kings,246,23,10,245,27,14
2020-05-28,36047,Kings,221,30,12,229,26,14
2020-05-29,36047,Kings,168,20,16,203,23,14
2020-05-30,36047,Kings,106,18,11,197,22,12
2020-05-31,36047,Kings,84,18,11,186,22,12
2020-06-01,36047,Kings,252,33,10,199,23,12
2020-06-02,36047,Kings,185,24,6,180,24,11
2020-06-03,36047,Kings,133,26,13,164,24,11
2020-06-04,36047,Kings,131,26,10,151,24,11
2020-06-05,36047,Kings,132,17,6,146,23,10
2020-06-06,36047,Kings,59,10,10,139,22,9
2020-06-07,36047,Kings,52,18,6,135,22,9
2020-06-08,36047,Kings,112,19,13,115,20,9
2020-06-09,36047,Kings,121,22,6,106,20,9
2020-06-10,36047,Kings,97,17,11,101,18,9
2020-06-11,36047,Kings,114,15,4,98,17,8
2020-06-12,36047,Kings,123,21,6,97,17,8
2020-06-13,36047,Kings,52,11,4,96,18,7
2020-06-14,36047,Kings,53,12,7,96,17,7
2020-06-15,36047,Kings,102,22,4,95,17,6
2020-06-16,36047,Kings,133,24,5,96,17,6
2020-06-17,36047,Kings,113,13,7,99,17,5
2020-06-18,36047,Kings,112,16,4,98,17,5
2020-06-19,36047,Kings,91,23,3,94,17,5
2020-06-20,36047,Kings,46,9,3,93,17,5
2020-06-21,36047,Kings,54,18,6,93,18,5
2020-06-22,36047,Kings,109,20,7,94,18,5
2020-06-23,36047,Kings,95,16,9,89,16,6
2020-06-24,36047,Kings,101,16,11,87,17,6
2020-06-25,36047,Kings,82,11,5,83,16,6
2020-06-26,36047,Kings,94,17,3,83,15,6
2020-06-27,36047,Kings,70,19,11,86,17,7
2020-06-28,36047,Kings,58,11,1,87,16,7
2020-06-29,36047,Kings,127,24,5,90,16,6
2020-06-30,36047,Kings,128,17,5,94,16,6
2020-07-01,36047,Kings,120,13,5,97,16,5
2020-07-02,36047,Kings,128,14,3,104,16,5
2020-07-03,36047,Kings,74,13,4,101,16,5
2020-07-04,36047,Kings,23,9,6,94,14,4
2020-07-05,36047,Kings,53,3,5,93,13,5
2020-07-06,36047,Kings,142,23,4,95,13,5
2020-07-07,36047,Kings,123,7,4,95,12,4
2020-07-08,36047,Kings,121,12,5,95,12,4
2020-07-09,36047,Kings,104,12,4,91,11,5
2020-07-10,36047,Kings,91,16,3,94,12,4
2020-07-11,36047,Kings,72,14,2,101,12,4
2020-07-12,36047,Kings,55,10,4,101,13,4
2020-07-13,36047,Kings,123,14,2,98,12,3
2020-07-14,36047,Kings,111,9,4,97,12,3
2020-07-15,36047,Kings,150,18,2,101,13,3
2020-07-16,36047,Kings,90,10,3,99,13,3
2020-07-17,36047,Kings,106,16,0,101,13,2
2020-07-18,36047,Kings,58,7,5,99,12,3
2020-07-19,36047,Kings,40,9,3,97,12,3
2020-07-20,36047,Kings,85,9,4,91,11,3
2020-07-21,36047,Kings,79,11,5,87,11,3
2020-07-22,36047,Kings,96,13,1,79,11,3
2020-07-23,36047,Kings,84,10,5,78,11,3
2020-07-24,36047,Kings,68,12,2,73,10,4
2020-07-25,36047,Kings,35,9,2,70,10,3
2020-07-26,36047,Kings,40,7,4,70,10,3
2020-07-27,36047,Kings,80,14,2,69,11,3
2020-07-28,36047,Kings,106,18,1,73,12,2
2020-07-29,36047,Kings,72,11,1,69,12,2
2020-07-30,36047,Kings,98,17,2,71,13,2
2020-07-31,36047,Kings,79,10,1,73,12,2
2020-08-01,36047,Kings,58,15,3,76,13,2
2020-08-02,36047,Kings,41,9,2,76,13,2
2020-08-03,36047,Kings,93,12,0,78,13,1
2020-08-04,36047,Kings,49,14,2,70,13,2
2020-08-05,36047,Kings,94,14,0,73,13,1
2020-08-06,36047,Kings,88,11,2,72,12,1
2020-08-07,36047,Kings,91,9,0,73,12,1
2020-08-08,36047,Kings,58,5,1,73,11,1
2020-08-09,36047,Kings,48,10,0,74,11,1
2020-08-10,36047,Kings,75,13,1,72,11,1
2020-08-11,36047,Kings,82,8,1,77,10,1
2020-08-12,36047,Kings,114,11,0,79,10,1
2020-08-13,36047,Kings,87,14,2,79,10,1
2020-08-14,36047,Kings,80,11,0,78,10,1
2020-08-15,36047,Kings,33,8,2,74,11,1
2020-08-16,36047,Kings,49,5,1,74,10,1
2020-08-17,36047,Kings,95,8,1,77,9,1
2020-08-18,36047,Kings,66,9,0,75,9,1
2020-08-19,36047,Kings,68,14,1,68,10,1
2020-08-20,36047,Kings,55,7,3,64,9,1
2020-08-21,36047,Kings,75,9,0,63,9,1
2020-08-22,36047,Kings,35,7,2,63,8,1
2020-08-23,36047,Kings,55,5,0,64,8,1
2020-08-24,36047,Kings,85,6,1,63,8,1
2020-08-25,36047,Kings,83,14,2,65,9,1
2020-08-26,36047,Kings,116,11,1,72,8,1
2020-08-27,36047,Kings,99,8,0,78,9,1
2020-08-28,36047,Kings,78,9,1,79,9,1
2020-08-29,36047,Kings,38,9,1,79,9,1
2020-08-30,36047,Kings,60,4,2,80,9,1
2020-08-31,36047,Kings,116,13,0,84,10,1
2020-09-01,36047,Kings,92,8,0,86,9,1
2020-09-02,36047,Kings,96,11,3,83,9,1
2020-09-03,36047,Kings,91,9,2,82,9,1
2020-09-04,36047,Kings,71,10,1,81,9,1
2020-09-05,36047,Kings,47,9,3,82,9,2
2020-09-06,36047,Kings,89,13,2,86,10,2
2020-09-07,36047,Kings,74,7,0,80,10,2
2020-09-08,36047,Kings,128,9,1,85,10,2
2020-09-09,36047,Kings,120,11,0,89,10,1
2020-09-10,36047,Kings,124,9,0,93,10,1
2020-09-11,36047,Kings,111,8,1,99,9,1
2020-09-12,36047,Kings,50,4,0,99,9,1
2020-09-13,36047,Kings,117,8,2,103,8,1
2020-09-14,36047,Kings,167,11,2,117,9,1
2020-09-15,36047,Kings,151,11,0,120,9,1
2020-09-16,36047,Kings,165,24,0,126,11,1
2020-09-17,36047,Kings,124,9,1,126,11,1
2020-09-18,36047,Kings,109,14,2,126,12,1
2020-09-19,36047,Kings,36,7,2,124,12,1
2020-09-20,36047,Kings,61,6,1,116,12,1
2020-09-21,36047,Kings,249,10,1,128,12,1
2020-09-22,36047,Kings,174,14,3,131,12,1
2020-09-23,36047,Kings,239,25,1,142,12,2
2020-09-24,36047,Kings,232,11,1,157,12,2
2020-09-25,36047,Kings,186,21,0,168,13,1
2020-09-26,36047,Kings,107,8,1,178,14,1
2020-09-27,36047,Kings,184,15,2,196,15,1
2020-09-28,36047,Kings,139,13,2,180,15,1
2020-09-29,36047,Kings,335,16,3,203,16,1
2020-09-30,36047,Kings,275,32,4,208,17,2
2020-10-01,36047,Kings,295,23,1,217,18,2
2020-10-02,36047,Kings,263,24,1,228,19,2
2020-10-03,36047,Kings,81,11,1,225,19,2
2020-10-04,36047,Kings,163,23,3,222,20,2
2020-10-05,36047,Kings,441,24,0,265,22,2
2020-10-06,36047,Kings,247,22,1,252,23,2
2020-10-07,36047,Kings,224,21,1,245,21,1
2020-10-08,36047,Kings,216,16,2,234,20,1
2020-10-09,36047,Kings,185,30,0,222,21,1
2020-10-10,36047,Kings,94,19,0,224,22,1
2020-10-11,36047,Kings,113,15,2,217,21,1
2020-10-12,36047,Kings,221,29,0,186,22,1
2020-10-13,36047,Kings,223,22,3,182,22,1
2020-10-14,36047,Kings,207,22,3,180,22,1
2020-10-15,36047,Kings,235,35,2,183,25,1
2020-10-16,36047,Kings,163,19,3,179,23,2
2020-10-17,36047,Kings,88,10,3,179,22,2
2020-10-18,36047,Kings,176,18,1,188,22,2
2020-10-19,36047,Kings,204,26,6,185,22,3
2020-10-20,36047,Kings,217,30,2,184,23,3
2020-10-21,36047,Kings,201,17,3,183,22,3
2020-10-22,36047,Kings,243,11,2,185,19,3
2020-10-23,36047,Kings,197,22,0,189,19,2
2020-10-24,36047,Kings,118,23,0,194,21,2
2020-10-25,36047,Kings,129,22,3,187,22,2
2020-10-26,36047,Kings,216,12,1,189,20,2
2020-10-27,36047,Kings,233,22,3,191,18,2
2020-10-28,36047,Kings,227,15,3,195,18,2
2020-10-29,36047,Kings,192,17,2,187,19,2
2020-10-30,36047,Kings,190,11,4,186,17,2
2020-10-31,36047,Kings,112,12,2,186,16,3
2020-11-01,36047,Kings,221,17,8,199,15,3
2020-11-02,36047,Kings,336,18,6,216,16,4
2020-11-03,36047,Kings,302,21,6,226,16,4
2020-11-04,36047,Kings,297,22,6,236,17,5
2020-11-05,36047,Kings,289,21,4,250,17,5
2020-11-06,36047,Kings,221,19,2,254,19,5
2020-11-07,36047,Kings,210,8,5,268,18,5
2020-11-08,36047,Kings,214,9,2,267,17,4
2020-11-09,36047,Kings,380,22,1,273,17,4
2020-11-10,36047,Kings,372,21,1,283,17,3
2020-11-11,36047,Kings,273,6,0,280,15,2
2020-11-12,36047,Kings,225,11,2,271,14,2
2020-11-13,36047,Kings,157,11,1,262,13,2
2020-02-29,36061,New York,1,0,0,0,0,0
2020-03-01,36061,New York,0,0,0,0,0,0
2020-03-02,36061,New York,0,0,0,0,0,0
